Coin ID,Capitalización total de mercado (market cap),Categorías
immutable-x,2594460821.0,"['Gaming Blockchains', 'Rollup', 'Coinbase Ventures Portfolio', 'Immutable Ecosystem', 'Zero Knowledge (ZK)', 'Layer 2 (L2)', 'Ethereum Ecosystem', 'Play To Earn', 'Gaming (GameFi)', 'NFT', 'Smart Contract Platform']"
imo,1851681.0,"['Real World Assets (RWA)', 'Real Estate', 'BNB Chain Ecosystem']"
inheritance-art,461996.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'BNB Chain Ecosystem']"
insightx,1061638.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
international-stable-currency,0.0,"['Real World Assets (RWA)', 'Solana Ecosystem']"
inu,532909.0,"['Ethereum Ecosystem', 'Meme', 'Dog-Themed Coins']"
inx-token-2,0.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem']"
ioi-token,1221616.0,"['Ethereum Ecosystem', 'DaoMaker Ecosystem', 'Polygon Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'Gaming (GameFi)', 'NFT']"
iotexshiba,0.0,"['Meme', 'IoTeX Ecosystem']"
iqeon,785380.0,"['Entertainment', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
iq-protocol,7335893.0,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'NFT Marketplace']"
iron-titanium-token,0.0,"['Decentralized Finance (DeFi)', 'Lending/Borrowing', 'Meme', 'Polygon Ecosystem']"
ispolink,7397984.0,"['Manta Network Ecosystem', 'Artificial Intelligence (AI)', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
ixo,3354063.0,"['Cosmos Ecosystem', 'Real World Assets (RWA)']"
ix-swap,77066965.0,"['DWF Labs Portfolio', 'Poolz Finance Launchpad', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
ix-token,10706767.0,"['Gaming Utility Token', 'Strategy Games', 'Gaming Governance Token', 'Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem']"
jackal-protocol,33741386.0,"['Osmosis Ecosystem', 'DePIN', 'Artificial Intelligence (AI)', 'Storage', 'Cosmos Ecosystem', 'Layer 1 (L1)']"
jackbot,0.0,"['Telegram Apps', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
jason-eth,0.0,"['Parody Meme Coins', 'Meme', 'Ethereum Ecosystem']"
jeff,0.0,"['Meme', 'Ethereum Ecosystem']"
jeo-boden,413862893.0,"['Parody Meme Coins', 'PolitiFi', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
jerry-inu,0.0,"['BNB Chain Ecosystem', 'Meme']"
jesus-coin,12419099.0,"['Meme', 'Ethereum Ecosystem']"
joe-coin,1758089.0,"['Meme', 'Ethereum Ecosystem']"
joram-poowel,0.0,"['Parody Meme Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
jugni,0.0,"['Cat-Themed Coins', 'Meme', 'Polygon Ecosystem']"
justanegg-2,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
kabosu-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
kaby-arena,0.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem']"
kangal,346384.0,"['Meme', 'Ethereum Ecosystem']"
kapital-dao,13600438.0,"['Hedera Ecosystem', 'Blast Ecosystem', 'Gaming (GameFi)', 'Arbitrum Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
katana-inu,36570745.0,"['Gaming Utility Token', 'Gaming (GameFi)', 'Fighting Games', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
kawaii-islands,339894.0,"['Gaming (GameFi)', 'NFT', 'Play To Earn']"
kcal,455670.0,"['Gaming (GameFi)', 'Sports', 'Yield Farming', 'Play To Earn', 'Avalanche Ecosystem', 'Move To Earn', 'Step Network Ecosystem']"
kermit-cc0e2d66-4b46-4eaf-9f4e-5caa883d1c09,0.0,"['Meme', 'Ethereum Ecosystem']"
keyboard-cat-base,0.0,"['Base Meme Coins', 'Cat-Themed Coins', 'Base Ecosystem', 'Meme']"
kiba-inu,3151689.0,"['BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem']"
kiboshib,3765265.0,"['Dog-Themed Coins', 'AI Meme Coins', 'Base Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
kimbo,14592809.0,"['Dog-Themed Coins', 'Meme', 'Avalanche Ecosystem']"
king-2,619312.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem']"
kingdomgame,0.0,"['Gaming (GameFi)', 'Ethereum Ecosystem']"
king-of-legends-2,15727056.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'BNB Chain Ecosystem']"
kira-the-injective-cat,4487687.0,"['Cat-Themed Coins', 'Injective Ecosystem', 'Cosmos Ecosystem', 'Meme']"
kishu-inu,28726781.0,"['Dog-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
kishu-ken,0.0,"['Kadena Ecosystem', 'Dog-Themed Coins', 'Meme']"
kitti,0.0,['Meme']
kitty-ai,0.0,"['Cat-Themed Coins', 'AI Meme Coins', 'Solana Ecosystem', 'Meme']"
kitty-coin-solana,139548.0,"['Solana Ecosystem', 'Meme']"
kitty-inu,2899096.0,"['Cat-Themed Coins', 'Gaming (GameFi)', 'NFT', 'Meme', 'Ethereum Ecosystem']"
kizuna,10763476.0,"['AI Meme Coins', 'Artificial Intelligence (AI)', 'Meme', 'Ethereum Ecosystem']"
kleekai,671127.0,"['Gaming (GameFi)', 'Play To Earn', 'Ethereum Ecosystem']"
klima-dao,21242418.0,"['Rebase Tokens', 'Ohm Fork', 'Polygon Ecosystem', 'Real World Assets (RWA)']"
knight-war-spirits,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
kompete,18276146.0,"['Shooting Games', 'Gaming Utility Token', 'Gaming (GameFi)', 'Base Ecosystem', 'Ethereum Ecosystem']"
kovin-segnocchi,0.0,"['Parody Meme Coins', 'Meme', 'Avalanche Ecosystem']"
krypto-fraxtal-chicken,0.0,['Meme']
kryptomon,7179920.0,"['Breeding', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
kuma,299812.0,['Meme']
kuma-inu,898782.0,"['Yield Farming', 'Meme', 'Ethereum Ecosystem']"
kwai,6001693.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'BNB Chain Ecosystem']"
labs-group,1374119.0,"['DWF Labs Portfolio', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
laelaps,0.0,"['Telegram Apps', 'Meme', 'Ethereum Ecosystem']"
laika,0.0,"['Meme', 'Ethereum Ecosystem']"
land-of-heroes,0.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'BNB Chain Ecosystem']"
landshare,12769161.0,"['BNB Chain Ecosystem', 'Real World Assets (RWA)']"
landx-governance-token,9089845.0,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
lcx,206356433.0,"['Finance / Banking', 'Alleged SEC Securities', 'Exchange-based Tokens', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
league-of-kingdoms,28344604.0,"['Binance Launchpad', 'Gaming Utility Token', 'Strategy Games', 'Gaming Governance Token', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Ethereum Ecosystem']"
leash,40927592.0,"['Dog-Themed Coins', 'Shibarium Ecosystem', 'Meme', 'Ethereum Ecosystem']"
leetcoin,0.0,"['Gaming (GameFi)', 'Meme', 'Ethereum Ecosystem']"
leia,0.0,"['Cat-Themed Coins', 'Solana Ecosystem', 'Meme']"
leia-the-cat,0.0,"['Solana Token-2022', 'Solana Ecosystem', 'Meme']"
lenny-face,0.0,"['Meme', 'Ethereum Ecosystem']"
leox,23467753.0,"['Ethereum Ecosystem', 'Real World Assets (RWA)']"
lets-go-brandon,0.0,"['Meme', 'Ethereum Ecosystem']"
lfg-coin,0.0,"['Meme', 'Ethereum Ecosystem']"
life-coin,0.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
lilai,4452967.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
limewire-token,58216718.0,"['Music', 'Artificial Intelligence (AI)', 'SocialFi', 'NFT', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Algorand Ecosystem']"
linda-2,2936233.0,"['Dog-Themed Coins', 'Linea Ecosystem', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
linear,43834211.0,"['Binance Launchpad', 'Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Polkadot Ecosystem', 'BNB Chain Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
litedoge,0.0,"['Proof of Stake (PoS)', 'Cryptocurrency', 'Proof of Work (PoW)', 'Meme']"
liza-2,4765339.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
lmeow-2,16138657.0,"['Cat-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
loaf-cat,4823335.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
lobster,0.0,"['Cardano Ecosystem', 'Meme']"
long-johnson,0.0,"['Base Ecosystem', 'Meme']"
lords,18350946.0,"['Starknet Ecosystem', 'On-chain Gaming', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
loserchick-egg,0.0,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Play To Earn']"
love-hate-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
lto-network,86049368.0,"['Proof of Stake (PoS)', 'Cryptocurrency', 'NFT', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
lube,6852359.0,"['Linea Ecosystem', 'Meme']"
lucidao,4772932.0,"['Fantom Ecosystem', 'Polygon Ecosystem', 'Real World Assets (RWA)']"
lumishare,0.0,"['BNB Chain Ecosystem', 'Real World Assets (RWA)']"
luna-inu,4663279.0,"['Dog-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
maga,230199893.0,"['PolitiFi', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem']"
maga-coin,339993.0,"['PolitiFi', 'BNB Chain Ecosystem', 'Meme']"
maga-coin-eth,0.0,"['PolitiFi', 'Meme', 'Ethereum Ecosystem']"
magic,191156060.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
magical-blocks,0.0,"['Gaming (GameFi)', 'Play To Earn', 'Collectibles', 'Ethereum Ecosystem']"
magicaltux,1790379.0,"['Cat-Themed Coins', 'Meme', 'Optimism Ecosystem']"
magic-beasties,0.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
magiccraft,7811492.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
magic-internet-cash,0.0,"['Meme', 'Ethereum Ecosystem']"
mantra-dao,573267148.0,"['Infrastructure', 'Cosmos Ecosystem', 'Cosmos Ecosystem', 'Polkadot Ecosystem', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
maple,126525720.0,"['Decentralized Finance (DeFi)', 'Lending/Borrowing', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
marblex,91397477.0,"['Gaming Blockchains', 'DWF Labs Portfolio', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Aptos Ecosystem']"
marlin,170079320.0,"['DWF Labs Portfolio', 'Coinbase Ventures Portfolio', 'Artificial Intelligence (AI)', 'Infrastructure', 'Decentralized Finance (DeFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)']"
mars4,7847638.0,"['DWF Labs Portfolio', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
marutaro,0.0,"['Meme', 'Ethereum Ecosystem']"
materium,1944975.0,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
matrix-ai-network,12455526.0,"['Proof of Stake (PoS)', 'Artificial Intelligence (AI)', 'Proof of Work (PoW)']"
mbd-financials,4745925.0,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Governance', 'SocialFi', 'Decentralized Finance (DeFi)', 'Metaverse', 'BNB Chain Ecosystem', 'NFT Marketplace', 'Real World Assets (RWA)']"
mch-coin,2300445.0,"['Entertainment', 'Adventure Games', 'RPG', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
mcpepe-s,1007187.0,"['Meme', 'Ethereum Ecosystem']"
megaweapon,0.0,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
me-gusta,0.0,"['Meme', 'Ethereum Ecosystem']"
melon-dog,3204061.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
meme-ai-coin,3335010.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
memecoin-2,418349152.0,"['Binance Launchpool', 'NFT', 'Meme', 'Ethereum Ecosystem']"
meme-elon-doge-floki-2,0.0,"['BNB Chain Ecosystem', 'Meme', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
meme-inu,98918.0,"['Meme', 'Ethereum Ecosystem']"
meme-lordz,0.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
meme-network,0.0,"['Cosmos Ecosystem', 'Meme']"
memes-street,0.0,"['Elon Musk-Inspired Coins', 'Meme', 'Ethereum Ecosystem']"
meowcat-2,0.0,"['Cat-Themed Coins', 'Meme', 'Avalanche Ecosystem']"
merit-circle,61455987.0,"['DWF Labs Portfolio', 'Gaming (GameFi)', 'Governance', 'Binance Launchpool', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
metacade,21301309.0,"['Gaming Platform', 'Gaming (GameFi)', 'Play To Earn', 'Ethereum Ecosystem']"
metaderby,0.0,"['Animal Racing', 'Gaming (GameFi)', 'Play To Earn', 'Avalanche Ecosystem']"
meta-doge,133369.0,"['NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem']"
metadoge-bsc,0.0,"['BNB Chain Ecosystem', 'Meme']"
metafighter,1383313.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'Fighting Games', 'BNB Chain Ecosystem', 'Play To Earn']"
metahero,32017360.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'Metaverse', 'BNB Chain Ecosystem']"
metaland-gameverse,0.0,"['Gaming (GameFi)', 'NFT', 'Fantom Ecosystem', 'Play To Earn']"
meta-minigames,0.0,"['Gaming (GameFi)', 'Ethereum Ecosystem']"
metarun,454933.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
metastrike,1773298.0,"['Shooting Games', 'Gaming (GameFi)', 'BNB Chain Ecosystem']"
meta-toy-dragonz-saga-fxerc20,766281.0,"['Gaming (GameFi)', 'NFT', 'Polygon Ecosystem', 'Play To Earn']"
metaverser,1176392.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
metaversex,0.0,"['Gaming (GameFi)', 'Play To Earn']"
metazero,0.0,"['Ethereum Ecosystem', 'Real World Assets (RWA)']"
micropepe,0.0,"['Meme', 'Ethereum Ecosystem']"
micropets,6122935.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
micropets-2,0.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
mikawa-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
milady-meme-coin,119974797.0,"['Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
milady-wif-hat,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
mimir-token,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
mimo-parallel-governance-token,5262779.0,"['Fantom Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
mines-of-dalarnia,81017054.0,"['Gaming (GameFi)', 'Binance Launchpool', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
minu,1853967.0,"['BNB Chain Ecosystem', 'Meme']"
mist,411323.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
mixmob,6795492.0,"['Racing Games', 'Gaming Governance Token', 'Gaming (GameFi)', 'Solana Ecosystem']"
mobox,78673677.0,"['Gaming Governance Token', 'RPG', 'Gaming (GameFi)', 'Binance Launchpool', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
mochicat,0.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
mochi-thecatcoin,33368244.0,"['Cat-Themed Coins', 'Base Meme Coins', 'Base Ecosystem', 'Meme']"
moew,0.0,"['Cat-Themed Coins', 'Base Meme Coins', 'Base Ecosystem', 'Meme']"
mog-coin,168591885.0,"['Cat-Themed Coins', 'Base Ecosystem', 'Meme', 'Ethereum Ecosystem']"
momo-v2,60738.0,"['Meme', 'Ethereum Ecosystem']"
monacoin,0.0,"['Proof of Work (PoW)', 'Meme']"
monai,6081708.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
mongcoin,0.0,"['Meme', 'Ethereum Ecosystem']"
monke,0.0,"['Meme', 'Ethereum Ecosystem']"
monkeyball,7105648.0,"['Gaming Utility Token', 'Sports Games', 'Base Ecosystem', 'Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Play To Earn']"
monkeyhaircut,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
monku,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
monsta-infinite,556095.0,"['Card Games', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem']"
monster-ball,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
monsterra,1612842.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Cosmos Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens']"
monsterra-mag,0.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Cosmos Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Liquid Staking Tokens']"
mooncats-on-base,0.0,"['Cat-Themed Coins', 'Meme', 'Base Meme Coins', 'Base Ecosystem']"
moon-tropica,63312746.0,"['Gaming Governance Token', 'Gaming Utility Token', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
morra,5738986.0,"['NFT', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
mozaic,2710256.0,"['Farming-as-a-Service (FaaS)', 'Yield Aggregator', 'Yield Farming', 'Decentralized Finance (DeFi)', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
mrspepe,0.0,"['Ethereum Ecosystem', 'Meme']"
mumu-the-bull-3,0.0,"['Meme', 'Solana Meme Coins', 'Solana Ecosystem']"
must,563796.0,"['Ethereum Ecosystem', 'Gaming (GameFi)', 'Polygon Ecosystem', 'NFT']"
mutant-pepe,0.0,"['BNB Chain Ecosystem', 'Meme']"
mutatio-xcopyflies,0.0,"['Meme', 'Base Ecosystem']"
mxs-games,,"['Gaming (GameFi)', 'Gaming Platform', 'Avalanche Ecosystem']"
my-defi-pet,2633183.0,"['Breeding', 'BNB Chain Ecosystem', 'KardiaChain Ecosystem', 'Play To Earn', 'Collectibles', 'Gaming (GameFi)', 'NFT']"
my-master-war,129685.0,"['RPG', 'BNB Chain Ecosystem', 'Play To Earn', 'Gaming (GameFi)']"
my-neighbor-alice,102679456.0,"['Simulation Games', 'Gaming Utility Token', 'Gaming Governance Token', 'Binance Launchpool', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'DaoMaker Ecosystem', 'NFT', 'Gaming (GameFi)']"
myra,0.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
myria,108942193.0,"['Gaming Platform', 'Rollup', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
myro,137886704.0,"['Solana Meme Coins', 'Meme', 'Dog-Themed Coins', 'Solana Ecosystem']"
nakamoto-games,85998699.0,"['Gaming Platform', 'Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
nana-token,0.0,"['Solana Ecosystem', 'Metaverse', 'Play To Earn', 'Gaming (GameFi)']"
navy-seal,0.0,"['Meme', 'Ethereum Ecosystem']"
neko,0.0,['Meme']
neopepe,0.0,"['Meme', 'Neon Ecosystem']"
netmind-token,0.0,"['Ethereum Ecosystem', 'Artificial Intelligence (AI)', 'BNB Chain Ecosystem']"
netvrk,8492582.0,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Gaming (GameFi)', 'Metaverse', 'NFT', 'Entertainment']"
network-spirituality,0.0,"['Meme', 'Ethereum Ecosystem']"
neural-radiance-field,0.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
